0.8846 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
14.1643 	DATA 	Keypress: s
14.2238 	EXP 	Imported road map conditions.xlsx as conditions, 32 conditions, 2 params
14.2242 	EXP 	Created sequence: random, trialTypes=32, nReps=1, seed=None
14.2244 	EXP 	New trial (rep=0, index=0): OrderedDict([('corrAns', 's'), ('directNote', None)])
14.4639 	EXP 	instrText: autoDraw = False
14.4639 	EXP 	map: autoDraw = True
15.0322 	EXP 	New trial (rep=0, index=1): OrderedDict([('corrAns', 'k'), ('directNote', None)])
15.0348 	DATA 	Keypress: s
15.0411 	EXP 	map: autoDraw = False
15.0411 	EXP 	map: autoDraw = True
15.4616 	DATA 	Keypress: s
15.4791 	EXP 	New trial (rep=0, index=2): OrderedDict([('corrAns', 's'), ('directNote', None)])
15.4915 	EXP 	map: autoDraw = False
15.4915 	EXP 	map: autoDraw = True
15.6149 	EXP 	New trial (rep=0, index=3): OrderedDict([('corrAns', 's'), ('directNote', None)])
15.6189 	DATA 	Keypress: s
15.6249 	EXP 	map: autoDraw = False
15.6249 	EXP 	map: autoDraw = True
15.7820 	EXP 	New trial (rep=0, index=4): OrderedDict([('corrAns', 'k'), ('directNote', None)])
15.7858 	DATA 	Keypress: s
15.7916 	EXP 	map: autoDraw = False
15.7916 	EXP 	map: autoDraw = True
15.9312 	EXP 	New trial (rep=0, index=5): OrderedDict([('corrAns', 'k'), ('directNote', None)])
15.9351 	DATA 	Keypress: s
15.9407 	EXP 	map: autoDraw = False
15.9407 	EXP 	map: autoDraw = True
16.0981 	EXP 	New trial (rep=0, index=6): OrderedDict([('corrAns', 's'), ('directNote', None)])
16.1021 	DATA 	Keypress: s
16.1080 	EXP 	map: autoDraw = False
16.1080 	EXP 	map: autoDraw = True
16.2653 	EXP 	New trial (rep=0, index=7): OrderedDict([('corrAns', 's'), ('directNote', None)])
16.2688 	DATA 	Keypress: s
16.2745 	EXP 	map: autoDraw = False
16.2745 	EXP 	map: autoDraw = True
16.4144 	DATA 	Keypress: s
16.4319 	EXP 	New trial (rep=0, index=8): OrderedDict([('corrAns', 'k'), ('directNote', None)])
16.4410 	EXP 	map: autoDraw = False
16.4410 	EXP 	map: autoDraw = True
16.5818 	EXP 	New trial (rep=0, index=9): OrderedDict([('corrAns', 's'), ('directNote', None)])
16.5855 	DATA 	Keypress: s
16.5918 	EXP 	map: autoDraw = False
16.5918 	EXP 	map: autoDraw = True
16.7462 	DATA 	Keypress: s
16.7641 	EXP 	New trial (rep=0, index=10): OrderedDict([('corrAns', 'k'), ('directNote', None)])
16.7741 	EXP 	map: autoDraw = False
16.7741 	EXP 	map: autoDraw = True
16.9100 	EXP 	New trial (rep=0, index=11): OrderedDict([('corrAns', 's'), ('directNote', None)])
16.9125 	DATA 	Keypress: s
16.9231 	EXP 	map: autoDraw = False
16.9231 	EXP 	map: autoDraw = True
17.0804 	EXP 	New trial (rep=0, index=12): OrderedDict([('corrAns', 'k'), ('directNote', None)])
17.0846 	DATA 	Keypress: s
17.0906 	EXP 	map: autoDraw = False
17.0906 	EXP 	map: autoDraw = True
17.2477 	EXP 	New trial (rep=0, index=13): OrderedDict([('corrAns', 'k'), ('directNote', None)])
17.2514 	DATA 	Keypress: s
17.2571 	EXP 	map: autoDraw = False
17.2571 	EXP 	map: autoDraw = True
17.4302 	EXP 	New trial (rep=0, index=14): OrderedDict([('corrAns', 'k'), ('directNote', None)])
17.4347 	DATA 	Keypress: s
17.4401 	EXP 	map: autoDraw = False
17.4401 	EXP 	map: autoDraw = True
17.5968 	EXP 	New trial (rep=0, index=15): OrderedDict([('corrAns', 's'), ('directNote', None)])
17.6007 	DATA 	Keypress: s
17.6066 	EXP 	map: autoDraw = False
17.6066 	EXP 	map: autoDraw = True
17.7468 	EXP 	New trial (rep=0, index=16): OrderedDict([('corrAns', 'k'), ('directNote', None)])
17.7506 	DATA 	Keypress: s
17.7567 	EXP 	map: autoDraw = False
17.7567 	EXP 	map: autoDraw = True
17.9299 	EXP 	New trial (rep=0, index=17): OrderedDict([('corrAns', 'k'), ('directNote', None)])
17.9345 	DATA 	Keypress: s
17.9402 	EXP 	map: autoDraw = False
17.9402 	EXP 	map: autoDraw = True
18.0963 	EXP 	New trial (rep=0, index=18): OrderedDict([('corrAns', 'k'), ('directNote', None)])
18.1004 	DATA 	Keypress: s
18.1057 	EXP 	map: autoDraw = False
18.1057 	EXP 	map: autoDraw = True
18.2598 	EXP 	New trial (rep=0, index=19): OrderedDict([('corrAns', 's'), ('directNote', None)])
18.2619 	DATA 	Keypress: s
18.2720 	EXP 	map: autoDraw = False
18.2720 	EXP 	map: autoDraw = True
18.4433 	EXP 	New trial (rep=0, index=20): OrderedDict([('corrAns', 's'), ('directNote', None)])
18.4458 	DATA 	Keypress: s
18.4555 	EXP 	map: autoDraw = False
18.4555 	EXP 	map: autoDraw = True
18.6133 	DATA 	Keypress: s
18.6289 	EXP 	New trial (rep=0, index=21): OrderedDict([('corrAns', 'k'), ('directNote', None)])
18.6392 	EXP 	map: autoDraw = False
18.6392 	EXP 	map: autoDraw = True
18.7949 	EXP 	New trial (rep=0, index=22): OrderedDict([('corrAns', 'k'), ('directNote', None)])
18.7991 	DATA 	Keypress: s
18.8058 	EXP 	map: autoDraw = False
18.8058 	EXP 	map: autoDraw = True
18.9631 	EXP 	New trial (rep=0, index=23): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
18.9672 	DATA 	Keypress: s
18.9729 	EXP 	map: autoDraw = False
18.9729 	EXP 	map: autoDraw = True
19.1280 	DATA 	Keypress: s
19.1464 	EXP 	New trial (rep=0, index=24): OrderedDict([('corrAns', 's'), ('directNote', None)])
19.1555 	EXP 	map: autoDraw = False
19.1555 	EXP 	map: autoDraw = True
19.3096 	EXP 	New trial (rep=0, index=25): OrderedDict([('corrAns', 'k'), ('directNote', None)])
19.3117 	DATA 	Keypress: s
19.3210 	EXP 	map: autoDraw = False
19.3210 	EXP 	map: autoDraw = True
19.4783 	EXP 	New trial (rep=0, index=26): OrderedDict([('corrAns', 'k'), ('directNote', None)])
19.4822 	DATA 	Keypress: s
19.4964 	EXP 	map: autoDraw = False
19.4964 	EXP 	map: autoDraw = True
19.6622 	EXP 	New trial (rep=0, index=27): OrderedDict([('corrAns', 's'), ('directNote', None)])
19.6667 	DATA 	Keypress: s
19.6727 	EXP 	map: autoDraw = False
19.6727 	EXP 	map: autoDraw = True
19.8261 	EXP 	New trial (rep=0, index=28): OrderedDict([('corrAns', 'k'), ('directNote', None)])
19.8298 	DATA 	Keypress: s
19.8378 	EXP 	map: autoDraw = False
19.8378 	EXP 	map: autoDraw = True
20.0119 	EXP 	New trial (rep=0, index=29): OrderedDict([('corrAns', 's'), ('directNote', None)])
20.0167 	DATA 	Keypress: s
20.0223 	EXP 	map: autoDraw = False
20.0223 	EXP 	map: autoDraw = True
20.1949 	EXP 	New trial (rep=0, index=30): OrderedDict([('corrAns', 's'), ('directNote', 'k = right')])
20.1989 	DATA 	Keypress: s
20.2045 	EXP 	map: autoDraw = False
20.2045 	EXP 	map: autoDraw = True
20.3770 	EXP 	New trial (rep=0, index=31): OrderedDict([('corrAns', 's'), ('directNote', None)])
20.3806 	DATA 	Keypress: s
20.3876 	EXP 	map: autoDraw = False
20.3876 	EXP 	map: autoDraw = True
20.5431 	DATA 	Keypress: s
20.5689 	EXP 	map: autoDraw = False
20.5689 	EXP 	text: autoDraw = True
20.7253 	DATA 	Keypress: s
20.7517 	EXP 	text: autoDraw = False
21.0842 	EXP 	window1: mouseVisible = True
