0.8741 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
44.5352 	EXP 	New trial (rep=22, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
44.5376 	DATA 	Keypress: k
44.5471 	EXP 	map: autoDraw = False
44.5471 	EXP 	map: autoDraw = True
44.8019 	EXP 	New trial (rep=23, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
44.8044 	DATA 	Keypress: s
44.8140 	EXP 	map: autoDraw = False
44.8140 	EXP 	map: autoDraw = True
45.0855 	EXP 	New trial (rep=24, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
45.0882 	DATA 	Keypress: k
45.0972 	EXP 	map: autoDraw = False
45.0972 	EXP 	map: autoDraw = True
45.4349 	EXP 	New trial (rep=25, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
45.4375 	DATA 	Keypress: s
45.4469 	EXP 	map: autoDraw = False
45.4469 	EXP 	map: autoDraw = True
45.7513 	EXP 	New trial (rep=26, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
45.7550 	DATA 	Keypress: k
45.7627 	EXP 	map: autoDraw = False
45.7627 	EXP 	map: autoDraw = True
46.0343 	EXP 	New trial (rep=27, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
46.0374 	DATA 	Keypress: s
46.0463 	EXP 	map: autoDraw = False
46.0463 	EXP 	map: autoDraw = True
46.3500 	EXP 	New trial (rep=28, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
46.3525 	DATA 	Keypress: k
46.3628 	EXP 	map: autoDraw = False
46.3628 	EXP 	map: autoDraw = True
46.6011 	EXP 	New trial (rep=29, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
46.6035 	DATA 	Keypress: s
46.6123 	EXP 	map: autoDraw = False
46.6123 	EXP 	map: autoDraw = True
46.9005 	EXP 	New trial (rep=30, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
46.9030 	DATA 	Keypress: k
46.9122 	EXP 	map: autoDraw = False
46.9122 	EXP 	map: autoDraw = True
47.1520 	DATA 	Keypress: s
47.1662 	EXP 	New trial (rep=31, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
47.1781 	EXP 	map: autoDraw = False
47.1781 	EXP 	map: autoDraw = True
47.4366 	DATA 	Keypress: k
47.4431 	EXP 	map: autoDraw = False
47.4431 	EXP 	text: autoDraw = True
47.6803 	DATA 	Keypress: s
47.6929 	EXP 	text: autoDraw = False
47.9145 	EXP 	window1: mouseVisible = True
