1.6074 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
198.3130 	EXP 	New trial (rep=0, index=30): OrderedDict([('corrAns', 's'), ('directNote', None)])
198.3172 	DATA 	Keypress: s
198.3231 	EXP 	map: autoDraw = False
198.3231 	EXP 	map: autoDraw = True
198.6456 	EXP 	New trial (rep=0, index=31): OrderedDict([('corrAns', 's'), ('directNote', None)])
198.6503 	DATA 	Keypress: k
198.6562 	EXP 	map: autoDraw = False
198.6562 	EXP 	map: autoDraw = True
198.9515 	DATA 	Keypress: s
198.9553 	EXP 	map: autoDraw = False
198.9553 	EXP 	text: autoDraw = True
199.2581 	DATA 	Keypress: k
199.2862 	EXP 	text: autoDraw = False
199.8131 	EXP 	window1: mouseVisible = True
