1.8592 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
22.2019 	EXP 	New trial (rep=8, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
22.2061 	DATA 	Keypress: k
22.2118 	EXP 	map: autoDraw = False
22.2118 	EXP 	map: autoDraw = True
22.5186 	EXP 	New trial (rep=9, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
22.5230 	DATA 	Keypress: k
22.5292 	EXP 	map: autoDraw = False
22.5292 	EXP 	map: autoDraw = True
22.8676 	EXP 	New trial (rep=10, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
22.8700 	DATA 	Keypress: k
22.8748 	EXP 	map: autoDraw = False
22.8748 	EXP 	map: autoDraw = True
23.1659 	EXP 	New trial (rep=11, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
23.1682 	DATA 	Keypress: k
23.1746 	EXP 	map: autoDraw = False
23.1746 	EXP 	map: autoDraw = True
23.5172 	EXP 	New trial (rep=12, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
23.5212 	DATA 	Keypress: k
23.5268 	EXP 	map: autoDraw = False
23.5268 	EXP 	map: autoDraw = True
23.8671 	EXP 	New trial (rep=13, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
23.8707 	DATA 	Keypress: k
23.8763 	EXP 	map: autoDraw = False
23.8763 	EXP 	map: autoDraw = True
24.1966 	DATA 	Keypress: k
24.2162 	EXP 	New trial (rep=14, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
24.2251 	EXP 	map: autoDraw = False
24.2251 	EXP 	map: autoDraw = True
24.5333 	EXP 	New trial (rep=15, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
24.5373 	DATA 	Keypress: k
24.5428 	EXP 	map: autoDraw = False
24.5428 	EXP 	map: autoDraw = True
24.8846 	EXP 	New trial (rep=16, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
24.8893 	DATA 	Keypress: k
24.8949 	EXP 	map: autoDraw = False
24.8949 	EXP 	map: autoDraw = True
25.2009 	EXP 	New trial (rep=17, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
25.2052 	DATA 	Keypress: k
25.2110 	EXP 	map: autoDraw = False
25.2110 	EXP 	map: autoDraw = True
25.5313 	EXP 	New trial (rep=18, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
25.5351 	DATA 	Keypress: k
25.5409 	EXP 	map: autoDraw = False
25.5409 	EXP 	map: autoDraw = True
25.8838 	EXP 	New trial (rep=19, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
25.8885 	DATA 	Keypress: k
25.8940 	EXP 	map: autoDraw = False
25.8940 	EXP 	map: autoDraw = True
26.1969 	EXP 	New trial (rep=20, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
26.2008 	DATA 	Keypress: k
26.2066 	EXP 	map: autoDraw = False
26.2066 	EXP 	map: autoDraw = True
26.4979 	EXP 	New trial (rep=21, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
26.5032 	DATA 	Keypress: k
26.5122 	EXP 	map: autoDraw = False
26.5122 	EXP 	map: autoDraw = True
26.8149 	EXP 	New trial (rep=22, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
26.8192 	DATA 	Keypress: k
26.8249 	EXP 	map: autoDraw = False
26.8249 	EXP 	map: autoDraw = True
27.1157 	EXP 	New trial (rep=23, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
27.1193 	DATA 	Keypress: k
27.1250 	EXP 	map: autoDraw = False
27.1250 	EXP 	map: autoDraw = True
27.4470 	EXP 	New trial (rep=24, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
27.4508 	DATA 	Keypress: k
27.4566 	EXP 	map: autoDraw = False
27.4566 	EXP 	map: autoDraw = True
27.7474 	EXP 	New trial (rep=25, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
27.7520 	DATA 	Keypress: k
27.7570 	EXP 	map: autoDraw = False
27.7570 	EXP 	map: autoDraw = True
28.0588 	DATA 	Keypress: k
28.0817 	EXP 	New trial (rep=26, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
28.0905 	EXP 	map: autoDraw = False
28.0905 	EXP 	map: autoDraw = True
28.3876 	DATA 	Keypress: k
28.4144 	EXP 	New trial (rep=27, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
28.4239 	EXP 	map: autoDraw = False
28.4239 	EXP 	map: autoDraw = True
28.6959 	EXP 	New trial (rep=28, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
28.7004 	DATA 	Keypress: k
28.7060 	EXP 	map: autoDraw = False
28.7060 	EXP 	map: autoDraw = True
28.9460 	EXP 	New trial (rep=29, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
28.9508 	DATA 	Keypress: k
28.9570 	EXP 	map: autoDraw = False
28.9570 	EXP 	map: autoDraw = True
29.2399 	DATA 	Keypress: k
29.2606 	EXP 	New trial (rep=30, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
29.2695 	EXP 	map: autoDraw = False
29.2695 	EXP 	map: autoDraw = True
29.5447 	EXP 	New trial (rep=31, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
29.5493 	DATA 	Keypress: k
29.5551 	EXP 	map: autoDraw = False
29.5551 	EXP 	map: autoDraw = True
30.0996 	DATA 	Keypress: k
30.1033 	EXP 	map: autoDraw = False
30.1033 	EXP 	text: autoDraw = True
34.5691 	DATA 	Keypress: escape
34.5798 	EXP 	text: autoDraw = False
35.0225 	EXP 	window1: mouseVisible = True
