2.1825 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
38.9187 	EXP 	New trial (rep=27, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
38.9232 	DATA 	Keypress: k
38.9316 	EXP 	map: autoDraw = False
38.9316 	EXP 	map: autoDraw = True
39.2494 	DATA 	Keypress: k
39.2690 	EXP 	New trial (rep=28, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
39.2781 	EXP 	map: autoDraw = False
39.2781 	EXP 	map: autoDraw = True
39.4490 	EXP 	New trial (rep=29, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
39.4515 	DATA 	Keypress: k
39.4588 	EXP 	map: autoDraw = False
39.4588 	EXP 	map: autoDraw = True
39.6041 	EXP 	New trial (rep=30, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
39.6089 	DATA 	Keypress: k
39.6151 	EXP 	map: autoDraw = False
39.6151 	EXP 	map: autoDraw = True
39.7699 	EXP 	New trial (rep=31, index=0): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
39.7744 	DATA 	Keypress: k
39.7795 	EXP 	map: autoDraw = False
39.7795 	EXP 	map: autoDraw = True
39.9401 	DATA 	Keypress: k
39.9438 	EXP 	map: autoDraw = False
39.9438 	EXP 	text: autoDraw = True
40.7300 	DATA 	Keypress: k
40.7564 	EXP 	text: autoDraw = False
40.9809 	EXP 	window1: mouseVisible = True
