1.9749 	WARNING 	We strongly recommend you activate the PTB sound engine in PsychoPy prefs as the preferred audio engine. Its timing is vastly superior. Your prefs are currently set to use ['sounddevice', 'PTB', 'pyo', 'pygame'] (in that order).
28.9330 	EXP 	New trial (rep=0, index=1): OrderedDict([('corrAns', 'k'), ('directNote', None)])
28.9384 	DATA 	Keypress: s
28.9442 	EXP 	map: autoDraw = False
28.9442 	EXP 	map: autoDraw = True
29.2976 	EXP 	New trial (rep=0, index=2): OrderedDict([('corrAns', 's'), ('directNote', None)])
29.3018 	DATA 	Keypress: k
29.3085 	EXP 	map: autoDraw = False
29.3085 	EXP 	map: autoDraw = True
29.6979 	EXP 	New trial (rep=0, index=3): OrderedDict([('corrAns', 'k'), ('directNote', None)])
29.7037 	DATA 	Keypress: s
29.7098 	EXP 	map: autoDraw = False
29.7098 	EXP 	map: autoDraw = True
30.0810 	EXP 	New trial (rep=0, index=4): OrderedDict([('corrAns', 's'), ('directNote', None)])
30.0865 	DATA 	Keypress: k
30.0930 	EXP 	map: autoDraw = False
30.0930 	EXP 	map: autoDraw = True
30.5142 	EXP 	New trial (rep=0, index=5): OrderedDict([('corrAns', 'k'), ('directNote', None)])
30.5188 	DATA 	Keypress: s
30.5252 	EXP 	map: autoDraw = False
30.5252 	EXP 	map: autoDraw = True
30.9142 	EXP 	New trial (rep=0, index=6): OrderedDict([('corrAns', 's'), ('directNote', None)])
30.9191 	DATA 	Keypress: k
30.9256 	EXP 	map: autoDraw = False
30.9256 	EXP 	map: autoDraw = True
31.2945 	DATA 	Keypress: s
31.3126 	EXP 	New trial (rep=0, index=7): OrderedDict([('corrAns', 's'), ('directNote', None)])
31.3222 	EXP 	map: autoDraw = False
31.3222 	EXP 	map: autoDraw = True
31.6965 	EXP 	New trial (rep=0, index=8): OrderedDict([('corrAns', 'k'), ('directNote', None)])
31.7018 	DATA 	Keypress: k
31.7079 	EXP 	map: autoDraw = False
31.7079 	EXP 	map: autoDraw = True
32.0623 	EXP 	New trial (rep=0, index=9): OrderedDict([('corrAns', 'k'), ('directNote', None)])
32.0679 	DATA 	Keypress: s
32.0745 	EXP 	map: autoDraw = False
32.0745 	EXP 	map: autoDraw = True
32.4288 	EXP 	New trial (rep=0, index=10): OrderedDict([('corrAns', 's'), ('directNote', None)])
32.4357 	DATA 	Keypress: k
32.4412 	EXP 	map: autoDraw = False
32.4412 	EXP 	map: autoDraw = True
32.8623 	EXP 	New trial (rep=0, index=11): OrderedDict([('corrAns', 's'), ('directNote', None)])
32.8676 	DATA 	Keypress: s
32.8734 	EXP 	map: autoDraw = False
32.8734 	EXP 	map: autoDraw = True
33.2276 	EXP 	New trial (rep=0, index=12): OrderedDict([('corrAns', 'k'), ('directNote', None)])
33.2316 	DATA 	Keypress: k
33.2384 	EXP 	map: autoDraw = False
33.2384 	EXP 	map: autoDraw = True
33.5928 	DATA 	Keypress: s
33.6110 	EXP 	New trial (rep=0, index=13): OrderedDict([('corrAns', 'k'), ('directNote', None)])
33.6197 	EXP 	map: autoDraw = False
33.6197 	EXP 	map: autoDraw = True
33.9604 	DATA 	Keypress: k
33.9772 	EXP 	New trial (rep=0, index=14): OrderedDict([('corrAns', 's'), ('directNote', 's = left')])
33.9860 	EXP 	map: autoDraw = False
33.9860 	EXP 	map: autoDraw = True
34.3605 	EXP 	New trial (rep=0, index=15): OrderedDict([('corrAns', 'k'), ('directNote', None)])
34.3656 	DATA 	Keypress: s
34.3714 	EXP 	map: autoDraw = False
34.3714 	EXP 	map: autoDraw = True
34.7269 	EXP 	New trial (rep=0, index=16): OrderedDict([('corrAns', 'k'), ('directNote', None)])
34.7315 	DATA 	Keypress: k
34.7374 	EXP 	map: autoDraw = False
34.7374 	EXP 	map: autoDraw = True
35.1262 	EXP 	New trial (rep=0, index=17): OrderedDict([('corrAns', 's'), ('directNote', 'k = right')])
35.1315 	DATA 	Keypress: s
35.1380 	EXP 	map: autoDraw = False
35.1380 	EXP 	map: autoDraw = True
35.5088 	EXP 	New trial (rep=0, index=18): OrderedDict([('corrAns', 'k'), ('directNote', None)])
35.5132 	DATA 	Keypress: k
35.5193 	EXP 	map: autoDraw = False
35.5193 	EXP 	map: autoDraw = True
35.8923 	EXP 	New trial (rep=0, index=19): OrderedDict([('corrAns', 'k'), ('directNote', None)])
35.8977 	DATA 	Keypress: s
35.9040 	EXP 	map: autoDraw = False
35.9040 	EXP 	map: autoDraw = True
36.2243 	DATA 	Keypress: k
36.2429 	EXP 	New trial (rep=0, index=20): OrderedDict([('corrAns', 's'), ('directNote', None)])
36.2518 	EXP 	map: autoDraw = False
36.2518 	EXP 	map: autoDraw = True
36.6082 	DATA 	Keypress: s
36.6259 	EXP 	New trial (rep=0, index=21): OrderedDict([('corrAns', 's'), ('directNote', None)])
36.6347 	EXP 	map: autoDraw = False
36.6347 	EXP 	map: autoDraw = True
36.9739 	DATA 	Keypress: k
36.9913 	EXP 	New trial (rep=0, index=22): OrderedDict([('corrAns', 's'), ('directNote', None)])
37.0011 	EXP 	map: autoDraw = False
37.0011 	EXP 	map: autoDraw = True
37.3938 	EXP 	New trial (rep=0, index=23): OrderedDict([('corrAns', 'k'), ('directNote', None)])
37.3996 	DATA 	Keypress: s
37.4058 	EXP 	map: autoDraw = False
37.4058 	EXP 	map: autoDraw = True
37.7582 	EXP 	New trial (rep=0, index=24): OrderedDict([('corrAns', 'k'), ('directNote', None)])
37.7637 	DATA 	Keypress: k
37.7700 	EXP 	map: autoDraw = False
37.7700 	EXP 	map: autoDraw = True
38.1233 	EXP 	New trial (rep=0, index=25): OrderedDict([('corrAns', 'k'), ('directNote', None)])
38.1272 	DATA 	Keypress: s
38.1323 	EXP 	map: autoDraw = False
38.1323 	EXP 	map: autoDraw = True
38.5060 	DATA 	Keypress: k
38.5244 	EXP 	New trial (rep=0, index=26): OrderedDict([('corrAns', 's'), ('directNote', None)])
38.5334 	EXP 	map: autoDraw = False
38.5334 	EXP 	map: autoDraw = True
38.8900 	EXP 	New trial (rep=0, index=27): OrderedDict([('corrAns', 's'), ('directNote', None)])
38.8963 	DATA 	Keypress: s
38.9022 	EXP 	map: autoDraw = False
38.9022 	EXP 	map: autoDraw = True
39.2905 	EXP 	New trial (rep=0, index=28): OrderedDict([('corrAns', 's'), ('directNote', None)])
39.2958 	DATA 	Keypress: k
39.3020 	EXP 	map: autoDraw = False
39.3020 	EXP 	map: autoDraw = True
39.6739 	EXP 	New trial (rep=0, index=29): OrderedDict([('corrAns', 'k'), ('directNote', None)])
39.6787 	DATA 	Keypress: s
39.6852 	EXP 	map: autoDraw = False
39.6852 	EXP 	map: autoDraw = True
40.0560 	EXP 	New trial (rep=0, index=30): OrderedDict([('corrAns', 's'), ('directNote', None)])
40.0623 	DATA 	Keypress: k
40.0707 	EXP 	map: autoDraw = False
40.0707 	EXP 	map: autoDraw = True
40.3722 	EXP 	New trial (rep=0, index=31): OrderedDict([('corrAns', 'k'), ('directNote', None)])
40.3775 	DATA 	Keypress: s
40.3841 	EXP 	map: autoDraw = False
40.3841 	EXP 	map: autoDraw = True
40.7595 	DATA 	Keypress: k
40.7636 	EXP 	map: autoDraw = False
40.7636 	EXP 	text: autoDraw = True
44.0632 	DATA 	Keypress: k
44.0756 	EXP 	text: autoDraw = False
44.5617 	EXP 	window1: mouseVisible = True
